Employee_ID,Region,Country,Department,Work_Type,Gender,Age,Tenure_Years,Salary_Band,eNPS,Safety_Culture,Cross_Border_Collab,Leadership_Trust,Work_Life_Balance,Career_Growth,Inclusion_Diversity,Operational_Stress,Fair_Compensation,Tech_Adequacy,Recognition,Environmental_Pride,Engagement,Job_Security,Managerial_Support,Ethical_Standards,Training_Quality,Communication_Clarity,Team_Cohesion,Retention_Intent,Open_Comments
MAR-10230,South America,Chile,Operations-Ports,On-site,Female,32.9,6.9,Mid,3,4,4,4,3,4,4,4,2,3,4,4,4,3,4,4,3,4,4,5,
MAR-10231,Central America,Costa Rica,HR,Remote,Male,41.3,19.3,Junior,4,3,3,4,3,3,3,4,3,3,3,5,3,3,3,5,1,3,5,4,
MAR-10232,South America,Argentina,Operations-Ports,On-site,Male,46.1,20.1,Senior,3,3,3,4,5,3,3,4,3,3,2,2,3,3,3,3,1,3,3,3,
MAR-10233,South America,Peru,IT,Remote,Male,50.4,21.4,Junior,4,3,4,3,4,2,3,2,4,4,3,4,4,4,3,3,3,3,3,3,
MAR-10234,South America,Colombia,IT,Remote,Female,46.4,20.4,Executive,2,3,4,3,5,4,4,3,5,3,2,3,4,4,3,4,4,4,3,3,
MAR-10235,Central America,Honduras,Logistics-Trucking,On-site,Female,46.8,19.8,Mid,5,3,3,3,3,2,3,2,3,3,4,4,4,3,3,4,4,3,4,3,
MAR-10236,South America,Brazil,Maritime-Crew,Offshore/Vessel,Female,44.2,17.2,Mid,4,3,2,4,3,3,4,4,3,4,4,3,5,3,2,5,4,3,4,3,
MAR-10237,South America,Colombia,Sales/Customer Service,On-site,Male,27.2,3.2,Mid,1,3,3,3,4,3,3,3,4,3,3,3,4,2,3,3,3,4,4,2,
MAR-10238,North America,Mexico,HR,Remote,Male,37.6,9.6,Mid,3,3,3,3,3,4,4,3,3,2,4,4,4,2,4,3,4,4,3,3,
MAR-10239,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,36.5,6.5,Junior,4,5,4,5,2,4,3,5,2,5,4,2,3,3,5,4,3,2,3,3,
MAR-10240,South America,Brazil,Sales/Customer Service,On-site,Male,34.1,11.1,Senior,3,4,3,4,3,2,2,3,5,4,2,1,4,3,4,3,4,4,3,3,
MAR-10241,South America,Colombia,Sales/Customer Service,On-site,Female,47.0,23.0,Mid,3,4,3,4,3,2,5,3,3,3,3,3,4,4,3,2,5,3,4,2,
MAR-10242,North America,Mexico,Logistics-Trucking,On-site,Female,42.5,15.5,Mid,3,3,4,3,4,3,3,3,4,2,2,2,3,3,3,3,2,3,4,4,
MAR-10243,North America,USA,Maritime-Crew,Offshore/Vessel,Female,28.6,2.6,Mid,4,3,2,3,2,4,4,5,3,3,3,4,4,2,3,4,2,3,3,2,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-10244,Central America,Costa Rica,HR,Remote,Male,33.8,7.8,Mid,2,4,4,4,3,3,3,3,5,3,3,4,2,3,4,3,4,4,4,3,
MAR-10245,North America,USA,Maritime-Crew,Offshore/Vessel,Male,44.4,21.4,Mid,3,4,3,3,2,3,4,5,3,4,4,2,3,3,3,3,4,4,4,2,Compensation has not kept pace with inflation or industry benchmarks. Management turnover has been disruptive and has eroded team trust. I lack confidence in the company's long-term direction.
MAR-10246,Central America,Honduras,Operations-Ports,On-site,Male,37.7,9.7,Mid,2,3,3,4,5,4,4,3,3,3,3,4,4,3,4,3,2,3,4,4,
MAR-10247,North America,Mexico,Operations-Ports,On-site,Male,25.7,0.7,Mid,3,4,4,2,2,4,4,4,4,4,4,3,5,4,4,3,4,2,4,3,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-10248,Central America,Costa Rica,IT,On-site,Male,49.5,19.5,Senior,4,3,3,3,4,4,4,3,3,4,4,3,4,3,3,5,3,2,4,3,
MAR-10249,North America,USA,HR,On-site,Female,25.9,3.9,Senior,3,4,4,3,3,3,3,3,3,4,3,3,3,1,3,3,4,4,4,2,
MAR-10250,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,29.5,3.5,Junior,4,4,2,5,1,3,4,4,3,4,2,3,2,3,4,4,3,4,3,1,
MAR-10251,Central America,Costa Rica,Maritime-Crew,Offshore/Vessel,Male,43.6,15.6,Mid,3,3,3,4,3,2,2,5,3,4,4,3,3,4,4,3,3,3,3,3,
MAR-10252,North America,Mexico,Logistics-Trucking,On-site,Female,40.4,14.4,Senior,3,4,3,3,3,2,3,3,4,2,4,4,4,3,4,2,4,3,2,3,
MAR-10253,South America,Chile,HR,On-site,Female,31.3,9.3,Junior,3,3,4,2,2,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,
MAR-10254,South America,Argentina,Operations-Ports,On-site,Non-binary,29.6,5.6,Junior,3,4,3,3,3,4,2,4,3,4,3,3,5,3,4,3,4,3,4,3,
MAR-10255,Central America,Panama,IT,Remote,Female,33.0,3.0,Mid,3,3,3,3,5,4,3,2,2,5,4,4,1,3,3,3,4,5,3,2,
MAR-10256,South America,Colombia,Operations-Ports,On-site,Male,25.5,3.5,Junior,3,5,4,3,3,2,4,3,3,4,3,4,3,4,4,4,4,3,3,3,
MAR-10257,Central America,Honduras,Operations-Ports,Offshore/Vessel,Male,46.5,18.5,Junior,4,2,3,3,3,4,4,4,4,3,3,3,4,3,2,3,4,4,3,4,
MAR-10258,North America,USA,Logistics-Trucking,On-site,Female,52.6,22.6,Senior,3,1,3,4,2,3,5,3,3,2,5,3,4,5,2,3,3,4,3,2,
MAR-10259,Central America,Costa Rica,Logistics-Trucking,On-site,Male,39.3,14.3,Junior,3,2,5,4,3,3,2,3,4,5,4,3,3,3,3,3,5,4,2,3,
MAR-10260,South America,Argentina,Logistics-Trucking,On-site,Male,40.3,16.3,Junior,3,3,3,5,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-10261,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,49.3,24.3,Senior,4,3,3,3,1,3,2,4,3,2,4,4,3,3,4,3,3,4,4,3,
MAR-10262,South America,Argentina,Sales/Customer Service,Remote,Male,25.9,0.9,Junior,4,2,4,4,4,4,3,3,4,3,4,3,3,5,3,3,3,4,3,3,
MAR-10263,South America,Colombia,Operations-Ports,On-site,Female,34.3,4.3,Junior,4,3,4,4,4,3,5,4,4,3,3,4,5,4,3,3,4,3,2,4,
MAR-10264,South America,Peru,Logistics-Trucking,Remote,Non-binary,36.0,12.0,Mid,4,4,4,4,3,3,2,2,4,3,4,4,3,4,3,2,3,3,3,5,
MAR-10265,North America,Mexico,Operations-Ports,On-site,Female,31.7,2.7,Mid,2,4,3,4,4,3,3,3,4,5,4,2,3,5,4,4,3,3,4,3,
MAR-10266,North America,Canada,HR,On-site,Female,34.9,6.9,Junior,3,3,4,4,4,5,3,3,4,4,3,3,4,3,2,4,4,4,2,4,
MAR-10267,South America,Brazil,Maritime-Crew,Offshore/Vessel,Non-binary,32.0,10.0,Mid,4,2,3,3,2,5,5,4,4,4,4,4,4,4,3,3,4,4,4,3,
MAR-10268,South America,Colombia,IT,Remote,Male,43.8,17.8,Mid,4,4,3,2,4,3,3,4,4,4,3,4,4,3,4,4,2,3,3,3,
MAR-10269,North America,Canada,Maritime-Crew,Offshore/Vessel,Male,29.7,3.7,Mid,3,3,5,3,2,4,3,5,3,5,4,4,3,3,3,4,3,3,3,3,
MAR-10270,Central America,Guatemala,Logistics-Trucking,On-site,Male,37.2,15.2,Mid,4,3,3,4,4,4,3,3,3,3,5,2,3,3,3,4,4,4,2,4,
MAR-10271,South America,Colombia,Sales/Customer Service,On-site,Male,23.8,1.8,Mid,3,4,2,3,4,4,2,3,3,4,4,3,3,4,4,2,4,4,3,3,
MAR-10272,North America,Canada,IT,Remote,Male,39.5,11.5,Senior,4,3,3,3,4,3,3,3,4,5,2,4,3,4,3,3,3,3,4,4,
MAR-10273,South America,Colombia,Maritime-Crew,Offshore/Vessel,Female,26.9,2.9,Junior,3,2,4,3,3,2,2,4,4,4,3,4,4,2,2,4,2,4,4,3,
MAR-10274,South America,Chile,Logistics-Trucking,On-site,Male,34.7,12.7,Mid,4,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,3,
MAR-10275,Central America,Guatemala,Logistics-Trucking,On-site,Female,32.7,10.7,Junior,4,3,3,4,4,4,5,3,3,3,3,2,3,3,3,4,3,4,4,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-10276,South America,Colombia,Logistics-Trucking,On-site,Male,31.8,9.8,Mid,3,2,3,3,3,3,3,3,4,4,4,2,2,3,2,3,3,4,4,3,
MAR-10277,North America,Mexico,Sales/Customer Service,Offshore/Vessel,Male,44.4,20.4,Senior,4,4,3,4,3,2,4,4,3,3,3,4,4,4,3,3,3,2,4,3,
MAR-10278,North America,Mexico,Operations-Ports,Remote,Male,36.1,13.1,Senior,3,4,4,3,3,5,5,4,4,3,4,3,4,3,3,4,4,4,3,2,
MAR-10279,South America,Chile,Maritime-Crew,Offshore/Vessel,Male,30.2,7.2,Mid,5,5,4,2,1,4,4,4,3,4,4,3,2,3,4,3,4,3,3,3,
MAR-10280,Central America,Costa Rica,IT,Offshore/Vessel,Male,49.4,20.4,Mid,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,
MAR-10281,North America,Mexico,IT,Offshore/Vessel,Female,36.3,13.3,Junior,5,4,4,4,4,3,3,3,4,4,4,3,3,4,4,3,3,3,3,4,
MAR-10282,North America,Mexico,Logistics-Trucking,On-site,Female,53.4,24.4,Mid,5,4,4,2,3,5,4,1,4,5,4,4,4,5,5,2,4,4,4,5,
MAR-10283,South America,Argentina,Logistics-Trucking,On-site,Male,41.6,12.6,Mid,3,2,4,5,4,2,2,3,2,3,4,2,4,4,3,3,2,3,3,4,
MAR-10284,North America,USA,IT,Remote,Male,50.7,20.7,Mid,4,4,3,4,5,3,4,3,3,4,3,4,4,4,3,3,2,4,4,4,
MAR-10285,North America,USA,Operations-Ports,On-site,Male,28.5,0.5,Senior,3,5,3,3,3,2,4,4,4,3,5,4,3,4,4,5,4,3,3,2,
MAR-10286,North America,Canada,Operations-Ports,On-site,Male,32.7,6.7,Senior,3,4,4,3,3,4,4,4,4,3,4,1,4,5,3,3,3,3,4,4,
MAR-10287,South America,Chile,Logistics-Trucking,On-site,Male,25.2,1.2,Mid,4,4,3,5,4,4,2,3,4,2,2,3,4,3,4,2,4,4,2,4,
MAR-10288,South America,Brazil,Sales/Customer Service,Remote,Male,38.9,13.9,Mid,4,4,4,4,4,4,2,2,3,3,4,4,4,4,3,4,3,3,4,1,
MAR-10289,North America,Canada,Logistics-Trucking,Remote,Non-binary,36.1,12.1,Junior,5,4,3,5,3,3,3,5,3,4,4,4,3,4,4,4,3,4,4,3,
MAR-10290,Central America,Costa Rica,Operations-Ports,On-site,Male,46.1,19.1,Junior,3,2,3,3,3,4,4,3,3,4,4,3,3,5,2,4,5,4,3,4,
MAR-10291,North America,USA,IT,On-site,Female,29.3,3.3,Mid,3,2,4,4,4,3,3,3,3,3,5,5,3,4,4,3,4,3,4,3,
MAR-10292,North America,Canada,IT,Remote,Female,43.8,20.8,Mid,3,2,4,3,2,5,4,5,3,3,4,4,5,3,4,2,4,3,3,4,
MAR-10293,North America,USA,Operations-Ports,On-site,Female,29.3,2.3,Executive,3,3,3,4,4,3,4,4,4,3,4,4,3,2,3,3,4,3,4,3,
MAR-10294,North America,Mexico,Logistics-Trucking,On-site,Male,47.2,21.2,Mid,4,4,3,4,3,2,3,4,4,5,4,5,4,4,3,4,3,3,4,4,
MAR-10295,South America,Peru,Maritime-Crew,Offshore/Vessel,Male,39.0,14.0,Mid,4,3,3,3,2,4,4,5,4,3,4,5,5,4,3,3,4,5,4,3,
MAR-10296,South America,Chile,Operations-Ports,On-site,Male,30.7,2.7,Junior,3,3,3,3,5,2,3,3,4,4,5,5,3,3,3,4,3,3,4,2,
MAR-10297,North America,Mexico,Operations-Ports,On-site,Male,31.3,1.3,Senior,3,5,5,3,3,3,3,4,4,4,4,2,3,3,3,3,3,4,4,4,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-10298,South America,Brazil,HR,On-site,Female,42.0,20.0,Mid,2,2,4,1,4,2,4,3,4,5,2,4,3,4,2,3,3,4,2,4,
MAR-10299,South America,Colombia,Sales/Customer Service,Remote,Male,37.3,8.3,Mid,3,2,5,3,5,4,3,3,3,4,4,4,3,3,3,3,3,3,3,2,
MAR-10300,North America,Canada,Sales/Customer Service,On-site,Female,45.7,23.7,Mid,3,4,3,4,2,3,3,3,4,3,2,4,4,4,3,2,4,5,4,2,
MAR-10301,Central America,Honduras,IT,Remote,Female,50.7,24.7,Senior,4,3,4,4,2,3,3,1,3,4,2,4,4,4,3,3,4,2,4,3,
MAR-10302,South America,Colombia,Operations-Ports,Remote,Male,42.2,20.2,Mid,3,2,3,4,2,3,3,3,4,2,4,5,5,4,3,3,3,4,3,4,
MAR-10303,North America,Canada,Operations-Ports,Offshore/Vessel,Male,42.2,19.2,Junior,5,3,2,2,4,3,4,3,4,3,3,3,3,5,3,4,3,3,3,4,
MAR-10304,South America,Brazil,Logistics-Trucking,On-site,Male,47.0,18.0,Senior,3,3,4,4,5,3,4,4,3,3,3,2,4,4,3,2,5,3,5,2,
MAR-10305,North America,USA,Operations-Ports,On-site,Male,35.4,5.4,Senior,3,2,4,3,3,2,4,4,5,3,4,2,3,3,3,4,4,3,4,3,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-10306,North America,USA,Sales/Customer Service,Remote,Female,26.3,4.3,Junior,3,3,3,5,4,4,3,5,4,3,3,3,4,3,4,4,2,3,3,3,
MAR-10307,South America,Argentina,Sales/Customer Service,On-site,Male,38.4,10.4,Mid,5,4,4,3,3,2,4,4,4,3,3,4,4,2,3,3,3,2,3,4,
MAR-10308,North America,Mexico,Sales/Customer Service,Remote,Male,48.7,23.7,Mid,5,4,5,3,4,3,3,3,2,4,3,3,3,4,4,5,2,3,3,4,
MAR-10309,North America,Canada,HR,On-site,Male,26.3,1.3,Senior,4,3,3,3,5,4,4,2,3,5,4,1,3,3,3,4,3,3,2,3,
MAR-10310,North America,USA,Maritime-Crew,Offshore/Vessel,Male,47.6,20.6,Mid,3,4,2,3,3,2,4,5,5,3,3,4,3,3,5,3,4,4,3,3,
MAR-10311,North America,USA,Maritime-Crew,Offshore/Vessel,Male,35.6,10.6,Executive,4,3,4,3,2,2,4,4,4,3,3,4,4,3,3,3,3,3,4,2,
MAR-10312,Central America,Honduras,Logistics-Trucking,On-site,Male,31.3,1.3,Executive,4,3,3,4,3,3,3,4,3,3,3,4,3,5,3,3,3,2,3,3,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-10313,South America,Chile,Logistics-Trucking,On-site,Male,34.9,4.9,Junior,4,3,3,4,4,4,3,3,5,4,3,4,4,3,3,4,3,3,3,3,
MAR-10314,South America,Argentina,HR,Remote,Male,52.5,24.5,Mid,3,4,3,3,3,2,4,4,3,3,4,2,4,5,3,3,4,5,4,2,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-10315,North America,Canada,Maritime-Crew,Offshore/Vessel,Male,42.5,20.5,Junior,4,5,4,3,2,2,4,4,3,3,3,4,4,3,4,2,3,3,4,3,
MAR-10316,South America,Peru,Logistics-Trucking,On-site,Female,47.8,20.8,Junior,4,3,3,3,4,5,2,3,4,2,4,4,4,4,4,5,3,3,3,4,
MAR-10317,South America,Chile,Operations-Ports,On-site,Male,40.0,14.0,Mid,2,3,3,3,4,5,3,3,4,4,4,4,3,2,3,2,4,2,4,3,
MAR-10318,North America,USA,HR,Remote,Female,27.5,1.5,Junior,3,3,4,1,3,4,4,3,2,3,1,2,2,3,3,3,4,4,4,1,
MAR-10319,South America,Colombia,Logistics-Trucking,On-site,Female,49.5,20.5,Mid,4,5,3,3,3,3,5,3,3,5,4,5,3,4,4,4,2,4,4,3,
MAR-10320,Central America,Costa Rica,Operations-Ports,On-site,Female,38.1,12.1,Mid,3,3,4,1,4,5,4,2,1,4,1,2,1,3,4,3,4,3,3,2,
MAR-10321,North America,USA,HR,On-site,Female,42.0,18.0,Junior,4,3,3,2,3,4,3,3,3,3,5,3,3,4,3,3,4,3,5,3,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-10322,North America,Mexico,Logistics-Trucking,On-site,Male,41.8,18.8,Mid,3,4,2,4,3,4,4,3,4,3,3,4,3,5,4,4,4,4,4,4,
MAR-10323,North America,Canada,Sales/Customer Service,On-site,Male,26.5,1.5,Mid,4,4,4,3,3,5,5,3,3,4,4,2,3,4,3,3,3,4,3,4,
MAR-10324,South America,Brazil,Sales/Customer Service,Remote,Male,32.0,6.0,Senior,4,4,3,4,3,3,4,4,5,4,4,4,4,3,3,3,3,2,3,3,
MAR-10325,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,48.9,20.9,Junior,3,3,3,5,2,3,3,5,3,3,4,3,3,3,3,2,3,4,4,4,
MAR-10326,Central America,Honduras,Sales/Customer Service,Remote,Male,37.5,12.5,Mid,4,4,5,4,4,4,3,3,3,4,3,3,4,3,3,2,3,3,4,4,
MAR-10327,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,31.3,1.3,Senior,4,4,4,4,2,4,4,5,4,2,3,2,4,4,3,4,3,3,3,2,
MAR-10328,North America,USA,IT,Remote,Male,52.0,24.0,Mid,2,4,4,4,4,3,3,4,1,3,3,3,3,4,3,3,4,3,3,3,
MAR-10329,North America,USA,IT,Remote,Female,42.6,15.6,Mid,3,2,4,3,5,3,4,2,3,3,3,4,5,3,2,3,4,2,2,4,
MAR-10330,North America,Canada,Logistics-Trucking,Remote,Female,40.3,10.3,Junior,2,3,4,4,3,3,4,4,3,3,4,5,4,4,3,3,3,3,3,4,
MAR-10331,Central America,Guatemala,Operations-Ports,On-site,Female,51.6,22.6,Senior,4,3,4,4,4,2,3,3,4,3,2,3,3,4,4,4,3,3,4,3,
MAR-10332,Central America,Costa Rica,Sales/Customer Service,On-site,Male,28.7,3.7,Senior,3,3,4,4,3,3,4,3,3,3,4,3,2,2,3,3,3,4,4,3,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-10333,Central America,Costa Rica,Logistics-Trucking,On-site,Female,50.4,24.4,Junior,4,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,3,3,4,2,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-10334,North America,Mexico,HR,On-site,Female,28.9,6.9,Mid,5,5,2,3,3,3,3,4,3,3,3,4,3,2,5,3,3,3,4,5,
MAR-10335,North America,Mexico,Sales/Customer Service,Remote,Male,37.2,14.2,Junior,4,2,2,3,3,2,4,3,4,5,3,4,3,4,3,3,3,3,3,4,
MAR-10336,North America,USA,Logistics-Trucking,On-site,Male,45.5,20.5,Junior,3,5,2,5,3,3,3,3,4,4,4,3,4,3,4,3,3,4,2,3,
MAR-10337,North America,Canada,Sales/Customer Service,Remote,Female,31.0,7.0,Senior,4,4,3,2,4,2,4,3,5,2,4,4,3,2,4,4,5,4,3,3,
MAR-10338,South America,Peru,Maritime-Crew,Offshore/Vessel,Female,31.6,7.6,Executive,2,4,3,4,2,4,3,5,3,3,4,4,3,3,3,4,3,3,5,4,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-10339,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,37.0,15.0,Mid,4,3,3,4,2,3,5,4,5,2,4,5,3,3,3,4,3,3,3,4,
MAR-10340,North America,Mexico,Logistics-Trucking,Remote,Male,31.3,2.3,Executive,4,3,3,4,3,3,2,3,2,3,5,4,5,3,3,5,3,4,2,5,
MAR-10341,South America,Brazil,Sales/Customer Service,On-site,Male,42.1,19.1,Mid,3,4,3,4,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,
MAR-10342,South America,Brazil,Operations-Ports,Offshore/Vessel,Male,33.1,8.1,Senior,3,3,5,4,4,4,2,2,3,2,3,4,4,3,3,3,4,3,4,3,
MAR-10343,North America,Mexico,Operations-Ports,On-site,Male,52.9,23.9,Mid,5,3,4,3,3,3,3,2,1,4,4,5,4,3,3,3,3,5,5,4,
MAR-10344,Central America,Guatemala,Maritime-Crew,Offshore/Vessel,Male,31.6,7.6,Junior,3,2,4,3,2,4,3,5,2,4,3,3,3,3,2,4,3,3,3,3,
MAR-10345,North America,Mexico,Logistics-Trucking,On-site,Male,47.6,23.6,Mid,2,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,2,
MAR-10346,Central America,Costa Rica,Operations-Ports,On-site,Female,25.3,3.3,Senior,3,4,3,4,3,5,3,3,3,5,5,2,5,5,5,3,3,3,3,3,
MAR-10347,Central America,Honduras,Logistics-Trucking,On-site,Male,34.3,10.3,Mid,4,2,3,4,3,3,2,3,3,4,2,4,3,4,3,3,3,3,3,3,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-10348,Central America,Panama,Maritime-Crew,Offshore/Vessel,Female,44.4,16.4,Mid,3,2,3,4,2,4,5,5,4,4,5,5,4,4,2,3,3,4,3,2,
MAR-10349,North America,USA,Maritime-Crew,Offshore/Vessel,Male,29.9,6.9,Mid,2,5,3,4,3,4,4,3,5,4,4,5,3,3,5,2,4,4,5,2,"Work schedules could be more predictable, especially during high-season port congestion. Recognition programs exist but feel inconsistent across departments. Better inter-regional communication would improve coordination."
MAR-10350,South America,Chile,Sales/Customer Service,On-site,Female,45.8,18.8,Senior,5,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,3,3,3,4,
MAR-10351,North America,Canada,Operations-Ports,On-site,Male,52.8,24.8,Senior,2,3,3,3,3,3,2,2,3,3,2,3,3,4,3,3,4,4,3,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-10352,Central America,Panama,HR,On-site,Male,48.6,23.6,Mid,3,4,3,4,3,4,4,4,3,4,3,5,4,4,4,3,4,3,4,2,
MAR-10353,South America,Chile,Maritime-Crew,Offshore/Vessel,Non-binary,50.5,24.5,Senior,3,4,2,5,2,3,4,5,4,4,4,5,4,5,4,2,5,3,4,3,
MAR-10354,North America,USA,Maritime-Crew,Offshore/Vessel,Male,28.8,1.8,Junior,4,3,4,3,3,4,4,3,3,4,4,4,3,3,3,2,4,3,3,3,Management is well-intentioned but communication about strategic changes can lag. Benefits are competitive. I would recommend this company to others with realistic expectations about the industry pace.
MAR-10355,South America,Chile,Logistics-Trucking,On-site,Male,40.3,15.3,Mid,4,4,3,4,4,3,3,3,4,3,3,2,4,4,4,4,2,3,3,4,
MAR-10356,North America,Mexico,Operations-Ports,On-site,Male,43.5,21.5,Junior,4,2,4,4,3,3,4,4,4,4,3,4,5,4,3,3,4,3,3,2,
MAR-10357,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,45.9,21.9,Executive,4,4,2,4,2,4,3,4,3,3,3,4,4,3,3,5,3,3,5,3,
MAR-10358,North America,Mexico,Maritime-Crew,Offshore/Vessel,Male,40.4,12.4,Junior,2,4,3,4,2,3,5,5,4,4,3,4,4,3,4,4,4,4,3,2,
MAR-10359,North America,USA,Logistics-Trucking,On-site,Female,30.8,0.8,Senior,3,4,3,4,3,4,4,4,2,5,3,5,3,3,3,4,4,3,4,3,
MAR-10360,South America,Colombia,Sales/Customer Service,On-site,Male,48.3,19.3,Senior,3,4,3,4,4,3,3,4,3,3,3,3,4,3,3,4,3,3,3,4,Leadership communicates openly about company direction and challenges. Compensation feels fair given my experience and contributions. I appreciate the flexibility offered for administrative staff.
MAR-10361,South America,Peru,Logistics-Trucking,Remote,Non-binary,52.5,23.5,Junior,4,4,4,3,3,2,4,4,3,3,3,3,4,3,3,2,2,3,3,3,
MAR-10362,Central America,Guatemala,IT,Remote,Female,27.6,0.6,Executive,4,3,4,3,3,3,3,3,3,4,3,4,3,3,3,4,5,3,5,3,
MAR-10363,South America,Brazil,Logistics-Trucking,On-site,Female,27.6,1.6,Mid,4,3,4,2,3,4,2,4,4,3,3,4,3,3,3,3,5,3,4,3,
MAR-10364,South America,Chile,Operations-Ports,On-site,Male,43.5,19.5,Senior,3,4,4,3,4,3,3,4,5,4,4,4,3,4,3,3,5,3,3,4,
MAR-10365,Central America,Panama,Maritime-Crew,Offshore/Vessel,Female,42.6,19.6,Mid,3,3,4,3,1,3,3,5,3,4,5,3,4,4,3,4,3,3,3,3,
MAR-10366,North America,Canada,Operations-Ports,On-site,Male,27.7,5.7,Mid,4,3,3,3,3,3,4,2,3,3,3,4,3,4,2,3,3,3,3,3,
MAR-10367,South America,Colombia,Logistics-Trucking,On-site,Female,44.1,18.1,Senior,2,3,4,4,4,4,4,3,3,4,3,5,3,5,2,4,5,3,3,3,There are opportunities here but navigating them requires initiative. Safety culture is solid in my area; I cannot speak for all ports. Compensation is acceptable though not leading for the industry.
MAR-10368,North America,Canada,Logistics-Trucking,On-site,Male,44.1,22.1,Junior,3,4,3,3,4,2,4,3,4,4,4,3,2,4,4,3,4,3,2,4,
MAR-10369,North America,Mexico,Operations-Ports,On-site,Male,30.8,6.8,Senior,3,3,3,4,3,3,3,4,4,4,4,4,2,3,3,3,3,2,2,3,"IT systems are adequate but aging in some operational areas. Career growth discussions happen but follow-through on promised timelines is uneven. The team is good, though cross-border alignment can be slow."
MAR-10370,Central America,Guatemala,Logistics-Trucking,On-site,Female,41.4,11.4,Senior,3,3,3,3,4,3,4,4,2,3,3,3,3,4,2,3,4,4,3,3,"My direct manager is supportive, though upper leadership feels distant from daily operational realities. Training quality varies depending on location. Job security feels reasonable given current freight market conditions."
MAR-10371,North America,USA,Sales/Customer Service,On-site,Male,39.4,12.4,Junior,4,4,2,3,5,3,2,3,1,4,4,3,3,4,3,2,3,3,3,3,
MAR-10372,North America,USA,Operations-Ports,On-site,Female,39.7,10.7,Junior,4,3,4,4,4,2,4,3,3,4,3,4,4,4,3,2,4,3,3,4,Leadership communicates openly about company direction and challenges. Compensation feels fair given my experience and contributions. I appreciate the flexibility offered for administrative staff.
MAR-10373,South America,Chile,Operations-Ports,On-site,Male,31.5,8.5,Senior,3,3,4,3,3,4,4,4,4,3,2,3,4,2,3,4,4,3,3,3,
MAR-10374,Central America,Honduras,IT,Remote,Non-binary,46.7,24.7,Mid,4,3,4,3,4,3,3,3,4,4,4,4,3,3,4,4,3,4,2,3,
MAR-10375,Central America,Honduras,Sales/Customer Service,Remote,Female,40.5,14.5,Junior,4,3,3,1,3,4,4,4,3,3,2,3,3,2,3,4,3,4,3,2,
MAR-10376,Central America,Costa Rica,Operations-Ports,On-site,Male,45.0,18.0,Senior,4,2,3,3,4,2,2,3,3,3,4,3,4,4,3,3,4,3,4,2,
